   object_type    | table_schema |            table_name            |                           column_name                           |          data_type          |      udt_name      |                                                                                                                                                column_default                                                                                                                                                 | is_nullable |  key_type   |                               references                               | unique_constraint |                          column_comment                          | table_comment | character_maximum_length | numeric_precision | ordinal_position 
 TABLE            | neon_auth    | users_sync                       | name                                                            | text                        | text               |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | User's full name from authentication provider                    |               |                          |                   |                3
 TABLE            | neon_auth    | users_sync                       | email                                                           | text                        | text               |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | User's email address from authentication provider                |               |                          |                   |                4
 TABLE            | neon_auth    | users_sync                       | created_at                                                      | timestamp with time zone    | timestamptz        |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Timestamp when the user was created in the auth system           |               |                          |                   |                5
 TABLE            | neon_auth    | users_sync                       | updated_at                                                      | timestamp with time zone    | timestamptz        |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Timestamp when the user was last updated in the auth system      |               |                          |                   |                6
 TABLE            | neon_auth    | users_sync                       | deleted_at                                                      | timestamp with time zone    | timestamptz        |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Timestamp when the user was deleted in the auth system           |               |                          |                   |                7
 TABLE            | public       | adjustment_rules                 | id                                                              | uuid                        | uuid               | gen_random_uuid()                                                                                                                                                                                                                                                                                             | NO          | PRIMARY KEY |                                                                        |                   | Unique identifier for the adjustment rule                        |               |                          |                   |                1
 TABLE            | public       | adjustment_rules                 | cycle_id                                                        | uuid                        | uuid               |                                                                                                                                                                                                                                                                                                               | NO          |             | public.payroll_cycles.id (ON UPDATE NO ACTION, ON DELETE CASCADE)      | UNIQUE            | Reference to the payroll cycle this rule applies to              |               |                          |                   |                2
 TABLE            | public       | adjustment_rules                 | date_type_id                                                    | uuid                        | uuid               |                                                                                                                                                                                                                                                                                                               | NO          |             | public.payroll_date_types.id (ON UPDATE NO ACTION, ON DELETE CASCADE)  | UNIQUE            | Reference to the payroll date type this rule affects             |               |                          |                   |                3
 TABLE            | public       | adjustment_rules                 | rule_description                                                | text                        | text               |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | Human-readable description of the adjustment rule                |               |                          |                   |                4
 TABLE            | public       | adjustment_rules                 | rule_code                                                       | text                        | text               |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | Code/formula used to calculate date adjustments                  |               |                          |                   |                5
 TABLE            | public       | adjustment_rules                 | created_at                                                      | timestamp with time zone    | timestamptz        | CURRENT_TIMESTAMP                                                                                                                                                                                                                                                                                             | YES         |             |                                                                        |                   | Timestamp when the rule was created                              |               |                          |                   |                6
 TABLE            | public       | adjustment_rules                 | updated_at                                                      | timestamp with time zone    | timestamptz        | CURRENT_TIMESTAMP                                                                                                                                                                                                                                                                                             | YES         |             |                                                                        |                   | Timestamp when the rule was last updated                         |               |                          |                   |                7
 TABLE            | public       | app_settings                     | id                                                              | text                        | text               |                                                                                                                                                                                                                                                                                                               | NO          | PRIMARY KEY |                                                                        |                   | Unique identifier for application setting                        |               |                          |                   |                1
 TABLE            | public       | app_settings                     | permissions                                                     | jsonb                       | jsonb              |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | JSON structure containing application permission configurations  |               |                          |                   |                2
 TABLE            | public       | client_external_systems          | id                                                              | uuid                        | uuid               | gen_random_uuid()                                                                                                                                                                                                                                                                                             | NO          | PRIMARY KEY |                                                                        |                   | Unique identifier for the client-system mapping                  |               |                          |                   |                1
 TABLE            | public       | client_external_systems          | client_id                                                       | uuid                        | uuid               |                                                                                                                                                                                                                                                                                                               | NO          |             | public.clients.id (ON UPDATE NO ACTION, ON DELETE CASCADE)             | UNIQUE            | Reference to the client                                          |               |                          |                   |                2
 TABLE            | public       | client_external_systems          | system_id                                                       | uuid                        | uuid               |                                                                                                                                                                                                                                                                                                               | NO          |             | public.external_systems.id (ON UPDATE NO ACTION, ON DELETE CASCADE)    | UNIQUE            | Reference to the external system                                 |               |                          |                   |                3
 TABLE            | public       | client_external_systems          | system_client_id                                                | character varying           | varchar            |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Client identifier in the external system                         |               |                      255 |                   |                4
 TABLE            | public       | client_external_systems          | created_at                                                      | timestamp with time zone    | timestamptz        | CURRENT_TIMESTAMP                                                                                                                                                                                                                                                                                             | YES         |             |                                                                        |                   | Timestamp when the mapping was created                           |               |                          |                   |                5
 TABLE            | public       | client_external_systems          | updated_at                                                      | timestamp with time zone    | timestamptz        | CURRENT_TIMESTAMP                                                                                                                                                                                                                                                                                             | YES         |             |                                                                        |                   | Timestamp when the mapping was last updated                      |               |                          |                   |                6
 TABLE            | public       | clients                          | id                                                              | uuid                        | uuid               | gen_random_uuid()                                                                                                                                                                                                                                                                                             | NO          | PRIMARY KEY |                                                                        |                   | Unique identifier for the client                                 |               |                          |                   |                1
 TABLE            | public       | clients                          | name                                                            | character varying           | varchar            |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | Client company name                                              |               |                      255 |                   |                2
 TABLE            | public       | clients                          | contact_person                                                  | character varying           | varchar            |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Primary contact person at the client                             |               |                      255 |                   |                3
 TABLE            | public       | clients                          | contact_email                                                   | character varying           | varchar            |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Email address for the client contact                             |               |                      255 |                   |                4
 TABLE            | public       | clients                          | contact_phone                                                   | character varying           | varchar            |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Phone number for the client contact                              |               |                       50 |                   |                5
 TABLE            | public       | clients                          | active                                                          | boolean                     | bool               | true                                                                                                                                                                                                                                                                                                          | YES         |             |                                                                        |                   | Whether the client is currently active                           |               |                          |                   |                6
 TABLE            | public       | clients                          | created_at                                                      | timestamp with time zone    | timestamptz        | CURRENT_TIMESTAMP                                                                                                                                                                                                                                                                                             | YES         |             |                                                                        |                   | Timestamp when the client was created                            |               |                          |                   |                7
 TABLE            | public       | clients                          | updated_at                                                      | timestamp with time zone    | timestamptz        | CURRENT_TIMESTAMP                                                                                                                                                                                                                                                                                             | YES         |             |                                                                        |                   | Timestamp when the client was last updated                       |               |                          |                   |                8
 TABLE            | public       | external_systems                 | id                                                              | uuid                        | uuid               | gen_random_uuid()                                                                                                                                                                                                                                                                                             | NO          | PRIMARY KEY |                                                                        |                   | Unique identifier for the external system                        |               |                          |                   |                1
 TABLE            | public       | external_systems                 | name                                                            | character varying           | varchar            |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | Name of the external system                                      |               |                      255 |                   |                2
 TABLE            | public       | external_systems                 | url                                                             | text                        | text               |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | URL endpoint for the external system                             |               |                          |                   |                3
 TABLE            | public       | external_systems                 | description                                                     | text                        | text               |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Description of the external system and its purpose               |               |                          |                   |                4
 TABLE            | public       | external_systems                 | icon                                                            | character varying           | varchar            |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Path or reference to the system icon                             |               |                      255 |                   |                5
 TABLE            | public       | external_systems                 | created_at                                                      | timestamp with time zone    | timestamptz        | CURRENT_TIMESTAMP                                                                                                                                                                                                                                                                                             | YES         |             |                                                                        |                   | Timestamp when the system was created                            |               |                          |                   |                6
 TABLE            | public       | external_systems                 | updated_at                                                      | timestamp with time zone    | timestamptz        | CURRENT_TIMESTAMP                                                                                                                                                                                                                                                                                             | YES         |             |                                                                        |                   | Timestamp when the system was last updated                       |               |                          |                   |                7
 TABLE            | public       | feature_flags                    | id                                                              | uuid                        | uuid               | gen_random_uuid()                                                                                                                                                                                                                                                                                             | NO          | PRIMARY KEY |                                                                        |                   | Unique identifier for the feature flag                           |               |                          |                   |                1
 TABLE            | public       | feature_flags                    | feature_name                                                    | text                        | text               |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        | UNIQUE            | Name of the feature controlled by this flag                      |               |                          |                   |                2
 TABLE            | public       | feature_flags                    | is_enabled                                                      | boolean                     | bool               | false                                                                                                                                                                                                                                                                                                         | YES         |             |                                                                        |                   | Whether the feature is currently enabled                         |               |                          |                   |                3
 TABLE            | public       | feature_flags                    | allowed_roles                                                   | jsonb                       | jsonb              | '[]'::jsonb                                                                                                                                                                                                                                                                                                   | NO          |             |                                                                        |                   | JSON array of roles that can access this feature                 |               |                          |                   |                4
 TABLE            | public       | feature_flags                    | updated_at                                                      | timestamp with time zone    | timestamptz        | now()                                                                                                                                                                                                                                                                                                         | YES         |             |                                                                        |                   | Timestamp when the feature flag was last updated                 |               |                          |                   |                5
 TABLE            | public       | holidays                         | id                                                              | uuid                        | uuid               | gen_random_uuid()                                                                                                                                                                                                                                                                                             | NO          | PRIMARY KEY |                                                                        |                   | Unique identifier for the holiday                                |               |                          |                   |                1
 TABLE            | public       | holidays                         | date                                                            | date                        | date               |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | Date of the holiday                                              |               |                          |                   |                2
 TABLE            | public       | holidays                         | local_name                                                      | text                        | text               |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | Name of the holiday in local language                            |               |                          |                   |                3
 TABLE            | public       | holidays                         | name                                                            | text                        | text               |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | Name of the holiday in English                                   |               |                          |                   |                4
 TABLE            | public       | holidays                         | country_code                                                    | character                   | bpchar             |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | ISO country code where the holiday is observed                   |               |                        2 |                   |                5
 TABLE            | public       | holidays                         | region                                                          | ARRAY                       | _text              |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Array of regions within the country where the holiday applies    |               |                          |                   |                6
 TABLE            | public       | holidays                         | is_fixed                                                        | boolean                     | bool               | false                                                                                                                                                                                                                                                                                                         | YES         |             |                                                                        |                   | Whether the holiday occurs on the same date each year            |               |                          |                   |                7
 TABLE            | public       | holidays                         | is_global                                                       | boolean                     | bool               | false                                                                                                                                                                                                                                                                                                         | YES         |             |                                                                        |                   | Whether the holiday is observed globally                         |               |                          |                   |                8
 TABLE            | public       | holidays                         | launch_year                                                     | integer                     | int4               |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | First year when the holiday was observed                         |               |                          |                32 |                9
 TABLE            | public       | holidays                         | types                                                           | ARRAY                       | _text              |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | Array of holiday types (e.g., public, bank, religious)           |               |                          |                   |               10
 TABLE            | public       | holidays                         | created_at                                                      | timestamp with time zone    | timestamptz        | CURRENT_TIMESTAMP                                                                                                                                                                                                                                                                                             | YES         |             |                                                                        |                   | Timestamp when the holiday record was created                    |               |                          |                   |               11
 TABLE            | public       | holidays                         | updated_at                                                      | timestamp with time zone    | timestamptz        | CURRENT_TIMESTAMP                                                                                                                                                                                                                                                                                             | YES         |             |                                                                        |                   | Timestamp when the holiday record was last updated               |               |                          |                   |               12
 TABLE            | public       | leave                            | id                                                              | uuid                        | uuid               | gen_random_uuid()                                                                                                                                                                                                                                                                                             | NO          | PRIMARY KEY |                                                                        |                   | Unique identifier for the leave record                           |               |                          |                   |                1
 TABLE            | public       | leave                            | user_id                                                         | uuid                        | uuid               |                                                                                                                                                                                                                                                                                                               | NO          |             | public.users.id (ON UPDATE NO ACTION, ON DELETE CASCADE)               |                   | Reference to the user taking leave                               |               |                          |                   |                2
 TABLE            | public       | leave                            | start_date                                                      | date                        | date               |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | First day of the leave period                                    |               |                          |                   |                3
 TABLE            | public       | leave                            | end_date                                                        | date                        | date               |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | Last day of the leave period                                     |               |                          |                   |                4
 TABLE            | public       | leave                            | leave_type                                                      | character varying           | varchar            |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | Type of leave (vacation, sick, personal, etc.)                   |               |                       50 |                   |                5
 TABLE            | public       | leave                            | reason                                                          | text                        | text               |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Reason provided for the leave request                            |               |                          |                   |                7
 TABLE            | public       | leave                            | status                                                          | USER-DEFINED                | leave_status_enum  |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Current status of the leave request (Pending, Approved, Denied)  |               |                          |                   |                8
 TABLE            | public       | notes                            | id                                                              | uuid                        | uuid               | gen_random_uuid()                                                                                                                                                                                                                                                                                             | NO          | PRIMARY KEY |                                                                        |                   | Unique identifier for the note                                   |               |                          |                   |                1
